data,furnas,sao_simao,g_b_munhoz,passo_real,sobradinho,b_esperanca,tucurui,santo_antonio
1969-01-01,687.0,2636.0,435.0,72.0,4237.0,557.0,14944.893827540805,20664.0
1969-01-02,721.0,2462.0,413.0,88.0,4161.0,655.0,15160.34869467278,20917.0
1969-01-03,728.0,2263.0,404.0,83.0,4087.0,675.0,15374.025963798107,20805.0
1969-01-04,681.0,2064.0,404.0,90.0,3963.0,608.0,15585.543217298406,20418.0
1969-01-05,638.0,1846.0,413.0,184.0,3804.0,546.0,15794.564438794177,20042.0
1969-01-06,639.0,1723.0,415.0,405.0,3623.0,519.0,16000.80757517883,19811.0
1969-01-07,642.0,1674.0,469.0,475.0,3426.0,511.0,16204.051450254132,19811.0
1969-01-08,616.0,1657.0,592.0,307.0,3279.0,510.0,16404.141824892453,20042.0
1969-01-09,589.0,1592.0,725.0,188.0,3172.0,515.0,16600.996405276903,20473.0
1969-01-10,587.0,1452.0,786.0,243.0,3105.0,529.0,16794.60861323926,20945.0
1969-01-11,601.0,1485.0,796.0,290.0,3020.0,524.0,16985.04995103929,21429.0
1969-01-12,610.0,1394.0,771.0,210.0,2975.0,495.0,17172.470816941182,21754.0
1969-01-13,616.0,1335.0,699.0,161.0,2889.0,461.0,17357.099657306215,21754.0
1969-01-14,617.0,1322.0,694.0,143.0,2800.0,436.0,17539.24037512515,21590.0
1969-01-15,623.0,1331.0,683.0,169.0,2674.0,421.0,17719.26795328022,21590.0
1969-01-16,640.0,1470.0,645.0,176.0,2542.0,409.0,17897.622292529893,22038.0
1969-01-17,681.0,1564.0,613.0,151.0,2428.0,412.0,18074.800308280777,22839.0
1969-01-18,728.0,1750.0,498.0,121.0,2316.0,427.0,18251.34637557594,23523.0
1969-01-19,759.0,1989.0,393.0,108.0,2255.0,453.0,18427.841257219516,24084.0
1969-01-20,784.0,2171.0,362.0,105.0,2126.0,571.0,18604.8896943545,24251.0
1969-01-21,766.0,2615.0,308.0,100.0,2091.0,708.0,18783.106880863677,24553.0
1969-01-22,813.0,2944.0,293.0,112.0,2050.0,787.0,18963.104081439917,24755.0
1969-01-23,1031.0,2891.0,298.0,116.0,2029.0,903.0,19145.47368687356,24924.0
1969-01-24,1459.0,3064.0,275.0,97.0,2002.0,977.0,19330.774027926032,25162.0
1969-01-25,2181.0,3484.0,283.0,93.0,2051.0,967.0,19519.514290096282,25230.0
1969-01-26,2785.0,3600.0,280.0,97.0,2121.0,908.0,19712.139884794713,25025.0
1969-01-27,3012.0,3360.0,250.0,96.0,2214.0,835.0,19909.01863723826,24890.0
1969-01-28,3060.0,3180.0,244.0,88.0,2291.0,820.0,20110.42814729877,24721.0
1969-01-29,2980.0,3148.0,238.0,84.0,2459.0,841.0,20316.54466631956,24318.0
1969-01-30,2714.0,3097.0,254.0,82.0,2701.0,814.0,20527.4338105421,24284.0
1969-01-31,2313.0,2986.0,279.0,95.0,3052.0,755.0,20743.043400484647,24385.0
1969-02-01,1865.0,2967.0,278.0,118.0,3410.0,637.0,20963.198675854062,24788.0
1969-02-02,1612.0,2826.0,280.0,112.0,3731.0,583.0,21187.60008806758,24890.0
1969-02-03,1450.0,2624.0,269.0,95.0,3979.0,518.0,21415.823818148903,24385.0
1969-02-04,1293.0,2407.0,271.0,79.0,4177.0,468.0,21647.325107801076,23819.0
1969-02-05,1193.0,2170.0,267.0,80.0,4356.0,436.0,21881.444427179744,23391.0
1969-02-06,1141.0,2125.0,267.0,80.0,4506.0,415.0,22117.41643579511,22968.0
1969-02-07,1058.0,2124.0,274.0,108.0,4625.0,400.0,22354.381624670994,22742.0
1969-02-08,963.0,2095.0,301.0,132.0,4713.0,393.0,22591.40046008217,22645.0
1969-02-09,901.0,2097.0,314.0,140.0,4783.0,422.0,22827.469783613822,22774.0
1969-02-10,853.0,2284.0,318.0,118.0,4893.0,647.0,23061.541161661164,23098.0
1969-02-11,792.0,2502.0,314.0,107.0,4732.0,881.0,23292.540821493658,24184.0
1969-02-12,743.0,2675.0,350.0,134.0,4721.0,969.0,23519.390762216608,25400.0
1969-02-13,713.0,2660.0,398.0,139.0,4678.0,994.0,23741.030588808724,26055.0
1969-02-14,726.0,2517.0,408.0,130.0,4155.0,957.0,23956.43958714372,26334.0
1969-02-15,829.0,2488.0,435.0,138.0,3846.0,870.0,24164.65853854354,26474.0
1969-02-16,873.0,2518.0,528.0,198.0,3624.0,647.0,24364.810764731563,26509.0
1969-02-17,799.0,2443.0,611.0,396.0,3420.0,608.0,24556.121898549165,26509.0
1969-02-18,708.0,2374.0,552.0,519.0,3314.0,694.0,24737.937892657665,26614.0
1969-02-19,733.0,2476.0,913.0,507.0,3253.0,658.0,24909.74080755389,26860.0
1969-02-20,920.0,2675.0,958.0,371.0,3249.0,583.0,25071.16196114356,27108.0
1969-02-21,1133.0,2772.0,943.0,267.0,3263.0,531.0,25221.992074100766,27037.0
1969-02-22,1250.0,2677.0,927.0,232.0,3335.0,513.0,25362.18810724977,26931.0
1969-02-23,1355.0,2743.0,896.0,171.0,3435.0,541.0,25491.87655791951,26931.0
1969-02-24,1577.0,2836.0,865.0,139.0,3533.0,612.0,25611.353060074907,27179.0
1969-02-25,1897.0,2893.0,849.0,131.0,3610.0,664.0,25721.078216244772,27535.0
1969-02-26,2106.0,3008.0,819.0,112.0,3716.0,648.0,25821.669675894445,27786.0
1969-02-27,2067.0,2914.0,791.0,114.0,3761.0,592.0,25913.890562863013,27392.0
1969-02-28,1850.0,2641.0,749.0,113.0,3773.0,528.0,25998.63444165622,26860.0
1969-03-01,1522.0,2507.0,756.0,123.0,3756.0,533.0,26076.907096598818,26264.0
1969-03-02,1468.0,2341.0,817.0,112.0,3697.0,501.0,26149.80547698032,25917.0
1969-03-03,1568.0,2169.0,863.0,106.0,3596.0,483.0,26218.49423334819,25848.0
1969-03-04,1649.0,2037.0,858.0,106.0,3538.0,474.0,26284.1803331289,26090.0
1969-03-05,1586.0,1970.0,825.0,95.0,3596.0,471.0,26348.086296104193,26334.0
1969-03-06,1508.0,1961.0,836.0,89.0,3736.0,470.0,26411.422630494635,26404.0
1969-03-07,1458.0,1971.0,827.0,102.0,3933.0,472.0,26475.360077345318,26160.0
1969-03-08,1373.0,2090.0,774.0,92.0,4039.0,517.0,26541.00228372728,25675.0
1969-03-09,1246.0,2277.0,718.0,59.0,4165.0,607.0,26609.35952346176,25093.0
1969-03-10,1138.0,2417.0,649.0,68.0,4186.0,742.0,26681.324067503436,24755.0
1969-03-11,1056.0,2511.0,603.0,73.0,4096.0,855.0,26757.64777501041,24351.0
1969-03-12,981.0,2477.0,536.0,73.0,3917.0,985.0,26838.92243107556,23951.0
1969-03-13,919.0,2447.0,472.0,70.0,3706.0,1080.0,26925.563299046094,23621.0
1969-03-14,870.0,2462.0,459.0,86.0,3538.0,1143.0,27017.796285598102,23523.0
1969-03-15,830.0,2442.0,428.0,56.0,3438.0,1202.0,27115.649036850253,23687.0
1969-03-16,788.0,2397.0,396.0,59.0,3344.0,1220.0,27218.94619565319,24084.0
1969-03-17,749.0,2373.0,356.0,61.0,3294.0,1201.0,27327.308955858596,24519.0
1969-03-18,721.0,2333.0,338.0,75.0,3435.0,1169.0,27440.158951108766,24251.0
1969-03-19,692.0,2233.0,329.0,70.0,3882.0,1191.0,27556.72641586264,24118.0
1969-03-20,669.0,2033.0,359.0,74.0,3921.0,1276.0,27676.062457415836,24418.0
1969-03-21,652.0,2003.0,373.0,94.0,4076.0,1256.0,27797.05518200301,25093.0
1969-03-22,634.0,2057.0,406.0,113.0,4188.0,1125.0,27918.4493280486,25882.0
1969-03-23,629.0,2150.0,424.0,99.0,4261.0,986.0,28038.868977488524,26544.0
1969-03-24,637.0,2211.0,396.0,82.0,4336.0,876.0,28156.842843868762,27002.0
1969-03-25,641.0,2250.0,369.0,57.0,4338.0,806.0,28270.831575447814,27250.0
1969-03-26,663.0,2270.0,401.0,78.0,4237.0,769.0,28379.25646431661,27499.0
1969-03-27,688.0,2230.0,578.0,97.0,4123.0,740.0,28480.528919804026,27607.0
1969-03-28,679.0,2123.0,574.0,101.0,3980.0,700.0,28573.08004700418,27499.0
1969-03-29,651.0,1838.0,646.0,97.0,3855.0,649.0,28655.389669611017,27072.0
1969-03-30,636.0,1632.0,596.0,88.0,3677.0,588.0,28726.014150447787,26754.0
1969-03-31,644.0,1562.0,544.0,102.0,3484.0,536.0,28783.612392812305,25572.0
1969-04-01,692.0,1635.0,578.0,111.0,3336.0,712.0,28826.96945030966,25744.0
1969-04-02,691.0,1632.0,641.0,150.0,3215.0,697.0,28855.017231127647,25779.0
1969-04-03,710.0,1642.0,811.0,130.0,3137.0,690.0,28866.851853295637,25538.0
1969-04-04,816.0,1674.0,1221.0,110.0,3077.0,685.0,28861.747288613464,25779.0
1969-04-05,890.0,1730.0,2676.0,100.0,3016.0,682.0,28839.16502263612,26090.0
1969-04-06,859.0,1759.0,2502.0,80.0,2998.0,680.0,28798.75955412946,26160.0
1969-04-07,805.0,1732.0,1837.0,65.0,2870.0,676.0,28740.379657389363,26195.0
1969-04-08,792.0,1629.0,1743.0,67.0,2796.0,670.0,28664.065432261632,26614.0
1969-04-09,804.0,1576.0,1686.0,65.0,2681.0,666.0,28570.041267095992,27679.0
1969-04-10,776.0,1656.0,1463.0,69.0,2555.0,668.0,28458.704936728267,28183.0
1969-04-11,731.0,1669.0,1384.0,66.0,2459.0,671.0,28330.613148515462,28147.0
1969-04-12,696.0,1693.0,1347.0,62.0,2379.0,672.0,28186.463932208266,27858.0
1969-04-13,663.0,1804.0,1319.0,62.0,2275.0,669.0,28027.076342004268,27392.0
1969-04-14,630.0,1790.0,1281.0,69.0,2213.0,662.0,27853.367999715236,26931.0
1969-04-15,618.0,1808.0,1196.0,62.0,2166.0,652.0,27666.331055142327,26439.0
1969-04-16,608.0,1780.0,1060.0,67.0,2119.0,641.0,27467.007172368187,25744.0
1969-04-17,589.0,1711.0,935.0,64.0,2076.0,631.0,27256.462167999234,24519.0
1969-04-18,568.0,1630.0,848.0,60.0,2035.0,620.0,27035.760929071166,23985.0
1969-04-19,546.0,1587.0,809.0,70.0,1989.0,608.0,26805.943224408962,23424.0
1969-04-20,534.0,1449.0,705.0,63.0,1973.0,602.0,26568.000994148635,23130.0
1969-04-21,526.0,1359.0,673.0,61.0,1965.0,597.0,26322.85765870459,23326.0
1969-04-22,517.0,1363.0,788.0,117.0,1931.0,586.0,26071.349931885467,23424.0
1969-04-23,512.0,1386.0,1071.0,120.0,1908.0,561.0,25814.212554635655,23000.0
1969-04-24,508.0,1403.0,1158.0,103.0,1885.0,534.0,25552.066287807997,22293.0
1969-04-25,507.0,1411.0,1125.0,80.0,1863.0,504.0,25285.409416497016,21562.0
1969-04-26,510.0,1363.0,1091.0,61.0,1816.0,473.0,25014.612927008446,21252.0
1969-04-27,514.0,1317.0,1078.0,58.0,1783.0,467.0,24739.919422866806,21001.0
1969-04-28,506.0,1317.0,1058.0,57.0,1727.0,500.0,24461.445750790335,20748.0
1969-04-29,492.0,1318.0,1077.0,62.0,1697.0,590.0,24179.18921372098,20361.0
1969-04-30,478.0,1386.0,1039.0,88.0,1705.0,676.0,23893.03715815326,20245.0
1969-05-01,416.0,1442.0,992.0,92.0,1677.0,468.0,23602.77963941105,19725.0
1969-05-02,424.0,1481.0,979.0,85.0,1635.0,469.0,23308.124793245406,18817.0
1969-05-03,428.0,1557.0,1011.0,123.0,1608.0,477.0,23008.71647701583,18066.0
1969-05-04,429.0,1517.0,973.0,181.0,1590.0,524.0,22704.153690335726,17465.0
1969-05-05,436.0,1460.0,952.0,172.0,1586.0,568.0,22394.011244665387,18481.0
1969-05-06,441.0,1484.0,815.0,131.0,1571.0,583.0,22077.861124831354,19325.0
1969-05-07,441.0,1556.0,678.0,98.0,1581.0,579.0,21755.293973380554,20500.0
1969-05-08,436.0,1662.0,548.0,83.0,1627.0,541.0,21425.940131210864,20418.0
1969-05-09,431.0,1649.0,490.0,73.0,1628.0,480.0,21089.489684842727,19927.0
1969-05-10,426.0,1505.0,448.0,57.0,1677.0,433.0,20745.71100143012,19070.0
1969-05-11,422.0,1415.0,436.0,56.0,1699.0,410.0,20394.467276222735,18315.0
1969-05-12,417.0,1380.0,425.0,102.0,1746.0,401.0,20035.73067242815,17873.0
1969-05-13,413.0,1333.0,413.0,141.0,1755.0,397.0,19669.593698743534,17383.0
1969-05-14,410.0,1285.0,391.0,140.0,1774.0,393.0,19296.277543441465,16687.0
1969-05-15,408.0,1253.0,369.0,109.0,1793.0,386.0,18916.13716382281,14577.0
1969-05-16,405.0,1255.0,358.0,91.0,1826.0,380.0,18529.66301396632,13815.0
1969-05-17,402.0,1237.0,347.0,80.0,1860.0,376.0,18137.479379800516,12953.0
1969-05-18,400.0,1217.0,329.0,69.0,1869.0,373.0,17740.3393763634,12301.0
1969-05-19,398.0,1221.0,311.0,69.0,1890.0,370.0,17339.116745496904,12210.0
1969-05-20,397.0,1223.0,293.0,72.0,1839.0,363.0,16934.79467103476,12187.0
1969-05-21,395.0,1209.0,284.0,87.0,1787.0,356.0,16528.45190081517,12118.0
1969-05-22,392.0,1178.0,275.0,95.0,1711.0,353.0,16121.246528813372,12278.0
1969-05-23,389.0,1161.0,266.0,101.0,1660.0,352.0,15714.397844808012,12004.0
1969-05-24,387.0,1202.0,295.0,95.0,1609.0,352.0,15309.166702013783,11620.0
1969-05-25,387.0,1204.0,333.0,88.0,1571.0,349.0,14906.834884079803,11913.0
1969-05-26,384.0,1179.0,1427.0,110.0,1535.0,347.0,14508.683971146318,12255.0
1969-05-27,380.0,1190.0,1568.0,136.0,1475.0,346.0,14115.974209987504,12765.0
1969-05-28,377.0,1207.0,1465.0,115.0,1450.0,346.0,13729.923885706317,13357.0
1969-05-29,384.0,1175.0,1287.0,114.0,1438.0,343.0,13351.689672384251,14255.0
1969-05-30,429.0,1146.0,1197.0,112.0,1437.0,341.0,12982.348408243095,14677.0
1969-05-31,513.0,1121.0,1300.0,188.0,1424.0,340.0,12622.880698264362,14553.0
1969-06-01,595.0,927.0,1361.0,219.0,1375.0,377.0,12274.15669511707,14354.0
1969-06-02,603.0,927.0,1304.0,178.0,1341.0,371.0,11936.924349180978,13597.0
1969-06-03,557.0,927.0,1266.0,144.0,1340.0,366.0,11611.800352115863,13048.0
1969-06-04,519.0,962.0,1196.0,123.0,1342.0,366.0,11299.263927655962,12695.0
1969-06-05,515.0,962.0,1093.0,112.0,1344.0,371.0,10999.653550022711,12602.0
1969-06-06,508.0,1091.0,1042.0,100.0,1348.0,379.0,10713.16659650591,12347.0
1969-06-07,481.0,1005.0,1009.0,90.0,1337.0,384.0,10439.861868299005,12072.0
1969-06-08,449.0,918.0,976.0,82.0,1324.0,385.0,10179.664844456078,11891.0
1969-06-09,425.0,953.0,927.0,77.0,1311.0,386.0,9932.375469611878,12394.0
1969-06-10,411.0,1051.0,866.0,88.0,1298.0,385.0,9697.678218455472,13237.0
1969-06-11,405.0,918.0,804.0,81.0,1269.0,382.0,9475.154130249519,13597.0
1969-06-12,403.0,940.0,760.0,79.0,1259.0,374.0,9264.294466081843,13261.0
1969-06-13,401.0,962.0,718.0,82.0,1236.0,364.0,9064.515610898403,12719.0
1969-06-14,398.0,958.0,744.0,137.0,1227.0,359.0,8875.174822288564,12072.0
1969-06-15,393.0,905.0,1330.0,245.0,1218.0,359.0,8695.586418771107,12812.0
1969-06-16,385.0,936.0,1303.0,262.0,1214.0,357.0,8525.038001961992,12210.0
1969-06-17,380.0,918.0,1266.0,202.0,1199.0,353.0,8362.806319198033,11643.0
1969-06-18,377.0,918.0,1788.0,175.0,1189.0,349.0,8208.172395373018,11155.0
1969-06-19,373.0,918.0,2062.0,172.0,1156.0,345.0,8060.435594082671,10462.0
1969-06-20,370.0,962.0,2019.0,159.0,1133.0,344.0,7918.926307611275,10208.0
1969-06-21,368.0,842.0,1874.0,139.0,1123.0,344.0,7783.017021566352,10313.0
1969-06-22,370.0,891.0,2015.0,130.0,1114.0,344.0,7652.131551660856,10892.0
1969-06-23,396.0,883.0,1921.0,114.0,1112.0,338.0,7525.7523057191975,11710.0
1969-06-24,434.0,953.0,1731.0,107.0,1115.0,335.0,7403.4254818366935,12141.0
1969-06-25,446.0,854.0,1617.0,98.0,1140.0,333.0,7284.764172116817,12417.0
1969-06-26,437.0,866.0,1550.0,102.0,1191.0,331.0,7169.449398931263,12417.0
1969-06-27,425.0,900.0,1485.0,81.0,1204.0,330.0,7057.229165641872,12164.0
1969-06-28,420.0,896.0,1424.0,90.0,1205.0,333.0,6947.915654743529,11891.0
1969-06-29,417.0,792.0,1324.0,65.0,1184.0,336.0,6841.38075212895,11576.0
1969-06-30,409.0,883.0,1249.0,70.0,1151.0,337.0,6737.550115512904,11111.0
1969-07-01,395.0,842.0,1196.0,97.0,1140.0,283.0,6636.396037061562,10612.0
1969-07-02,383.0,859.0,1143.0,104.0,1152.0,284.0,6537.929374256272,10165.0
1969-07-03,374.0,876.0,1037.0,108.0,1154.0,286.0,6442.190838524666,9646.0
1969-07-04,367.0,817.0,989.0,97.0,1158.0,291.0,6349.241937989659,9340.0
1969-07-05,363.0,842.0,916.0,97.0,1137.0,295.0,6259.155868861444,9139.0
1969-07-06,359.0,826.0,856.0,99.0,1117.0,298.0,6172.008639816593,9340.0
1969-07-07,354.0,809.0,819.0,141.0,1100.0,298.0,6087.87069568779,9749.0
1969-07-08,347.0,851.0,1125.0,143.0,1082.0,293.0,6006.799281655676,10250.0
1969-07-09,344.0,781.0,1626.0,134.0,1087.0,285.0,5928.83175780319,10187.0
1969-07-10,342.0,744.0,1619.0,146.0,1092.0,276.0,5853.980037431669,9832.0
1969-07-11,339.0,842.0,1482.0,157.0,1120.0,270.0,5782.226282136841,9442.0
1969-07-12,336.0,826.0,1377.0,149.0,1126.0,268.0,5713.519943577586,8783.0
1969-07-13,334.0,753.0,1285.0,127.0,1154.0,266.0,5647.776197463159,8298.0
1969-07-14,335.0,805.0,1231.0,131.0,1159.0,265.0,5584.875770865708,7995.0
1969-07-15,341.0,777.0,1185.0,119.0,1164.0,265.0,5524.666120834074,7752.0
1969-07-16,347.0,826.0,1143.0,110.0,1148.0,265.0,5466.963881673104,7864.0
1969-07-17,348.0,777.0,1105.0,118.0,1143.0,265.0,5411.558461291396,7864.0
1969-07-18,342.0,757.0,1052.0,107.0,1126.0,264.0,5358.216634705443,7770.0
1969-07-19,334.0,777.0,1012.0,98.0,1111.0,261.0,5306.687955959534,7477.0
1969-07-20,329.0,761.0,960.0,89.0,1094.0,260.0,5256.710789036548,7116.0
1969-07-21,324.0,753.0,909.0,85.0,1090.0,259.0,5208.018744258726,6817.0
1969-07-22,321.0,749.0,820.0,87.0,1086.0,258.0,5160.347299467387,6523.0
1969-07-23,318.0,761.0,782.0,90.0,1079.0,255.0,5113.440384977296,6253.0
1969-07-24,315.0,777.0,768.0,86.0,1074.0,254.0,5067.056717768116,6053.0
1969-07-25,311.0,693.0,712.0,75.0,1069.0,255.0,5020.975683250482,5808.0
1969-07-26,308.0,681.0,662.0,75.0,1064.0,255.0,4975.002581691986,5568.0
1969-07-27,306.0,677.0,619.0,86.0,1069.0,254.0,4928.973080310538,5410.0
1969-07-28,308.0,712.0,554.0,85.0,1065.0,254.0,4882.756740301512,5240.0
1969-07-29,312.0,705.0,502.0,85.0,1060.0,253.0,4836.2595197115525,5117.0
1969-07-30,315.0,712.0,449.0,74.0,1053.0,253.0,4789.425187074427,4981.0
1969-07-31,318.0,712.0,418.0,78.0,1046.0,253.0,4742.235616003744,4713.0
1969-08-01,295.0,698.0,400.0,88.0,1030.0,241.0,4694.70996639624,5732.0
1969-08-02,297.0,682.0,376.0,134.0,1024.0,241.0,4646.902792459002,5655.0
1969-08-03,303.0,678.0,362.0,142.0,1019.0,241.0,4598.90115040293,5573.0
1969-08-04,317.0,686.0,347.0,129.0,1015.0,240.0,4550.820808390695,5437.0
1969-08-05,338.0,682.0,327.0,109.0,1011.0,239.0,4502.80168734326,5402.0
1969-08-06,359.0,686.0,343.0,119.0,1006.0,239.0,4455.0026827768415,5320.0
1969-08-07,377.0,706.0,412.0,150.0,1005.0,239.0,4407.596034391384,5254.0
1969-08-08,385.0,690.0,400.0,153.0,1004.0,239.0,4360.761421254948,5198.0
1969-08-09,378.0,674.0,369.0,130.0,1006.0,239.0,4314.679965889799,5117.0
1969-08-10,367.0,639.0,349.0,127.0,1008.0,239.0,4269.52833030456,5087.0
1969-08-11,355.0,666.0,347.0,111.0,1012.0,238.0,4225.473081147728,5006.0
1969-08-12,342.0,690.0,341.0,104.0,1017.0,236.0,4182.665489961944,4949.0
1969-08-13,332.0,628.0,334.0,101.0,1009.0,235.0,4141.236918434809,4897.0
1969-08-14,323.0,613.0,325.0,109.0,1004.0,234.0,4101.294918149292,4810.0
1969-08-15,322.0,636.0,311.0,111.0,996.0,234.0,4062.920150334181,4776.0
1969-08-16,318.0,655.0,309.0,99.0,987.0,232.0,4026.164204299259,4709.0
1969-08-17,311.0,598.0,305.0,90.0,988.0,230.0,3991.0483644794267,4694.0
1969-08-18,306.0,549.0,279.0,81.0,992.0,230.0,3957.5633462185906,4602.0
1969-08-19,300.0,621.0,282.0,89.0,997.0,230.0,3925.6699905264013,4581.0
1969-08-20,298.0,569.0,269.0,87.0,990.0,230.0,3895.3008789534088,4523.0
1969-08-21,296.0,609.0,273.0,85.0,983.0,230.0,3866.3628023284546,4492.0
1969-08-22,291.0,606.0,267.0,81.0,976.0,230.0,3838.739992194516,4435.0
1969-08-23,288.0,598.0,260.0,76.0,971.0,229.0,3812.298002084666,4401.0
1969-08-24,286.0,576.0,251.0,80.0,965.0,228.0,3786.8881079081875,4384.0
1969-08-25,283.0,602.0,242.0,93.0,962.0,226.0,3762.3520831491405,4346.0
1969-08-26,281.0,576.0,275.0,84.0,958.0,225.0,3738.5271956596425,4300.0
1969-08-27,277.0,576.0,326.0,79.0,949.0,224.0,3715.251268752525,4263.0
1969-08-28,272.0,591.0,341.0,95.0,939.0,224.0,3692.3676501065347,4232.0
1969-08-29,268.0,591.0,353.0,81.0,931.0,224.0,3669.729937586202,4209.0
1969-08-30,266.0,576.0,362.0,81.0,922.0,224.0,3647.206321196818,4197.0
1969-08-31,265.0,559.0,355.0,75.0,912.0,224.0,3624.6834146572473,4156.0
1969-09-01,230.0,550.0,349.0,81.0,909.0,230.0,2110.0,4115.0
1969-09-02,227.0,525.0,338.0,69.0,902.0,235.0,2089.0,4003.0
1969-09-03,223.0,563.0,323.0,63.0,882.0,240.0,2050.0,4098.0
1969-09-04,221.0,553.0,323.0,78.0,882.0,244.0,2010.0,4076.0
1969-09-05,220.0,557.0,346.0,73.0,869.0,243.0,1991.0,4049.0
1969-09-06,220.0,513.0,355.0,57.0,866.0,238.0,1971.0,4022.0
1969-09-07,218.0,570.0,333.0,93.0,855.0,233.0,1971.0,4013.0
1969-09-08,216.0,537.0,350.0,266.0,847.0,230.0,1971.0,4002.0
1969-09-09,214.0,488.0,339.0,316.0,839.0,227.0,1981.0,3999.0
1969-09-10,213.0,560.0,327.0,230.0,826.0,226.0,1981.0,3994.0
1969-09-11,212.0,563.0,320.0,156.0,823.0,225.0,2000.0,3988.0
1969-09-12,211.0,543.0,302.0,120.0,855.0,224.0,2000.0,3978.0
1969-09-13,208.0,531.0,273.0,90.0,842.0,222.0,2000.0,3951.0
1969-09-14,206.0,531.0,260.0,74.0,827.0,222.0,1981.0,3946.0
1969-09-15,204.0,513.0,246.0,83.0,817.0,222.0,1990.0,3932.0
1969-09-16,203.0,495.0,242.0,83.0,817.0,220.0,1991.0,3925.0
1969-09-17,205.0,519.0,215.0,76.0,819.0,220.0,1971.0,3916.0
1969-09-18,208.0,513.0,207.0,86.0,820.0,219.0,1942.0,3912.0
1969-09-19,210.0,513.0,212.0,120.0,834.0,218.0,1913.0,3908.0
1969-09-20,213.0,492.0,270.0,191.0,837.0,218.0,1875.0,3909.0
1969-09-21,217.0,495.0,408.0,217.0,827.0,218.0,1857.0,3910.0
1969-09-22,217.0,501.0,433.0,183.0,812.0,219.0,1829.0,3917.0
1969-09-23,216.0,470.0,422.0,162.0,810.0,221.0,1847.0,3931.0
1969-09-24,219.0,501.0,380.0,121.0,815.0,225.0,1875.0,3964.0
1969-09-25,223.0,507.0,358.0,106.0,821.0,230.0,1885.0,3979.0
1969-09-26,220.0,507.0,336.0,92.0,826.0,234.0,1904.0,3987.0
1969-09-27,212.0,498.0,322.0,112.0,831.0,238.0,1904.0,3998.0
1969-09-28,206.0,495.0,316.0,110.0,835.0,238.0,1913.0,4005.0
1969-09-29,200.0,461.0,538.0,116.0,839.0,236.0,1952.0,4010.0
1969-09-30,196.0,455.0,839.0,107.0,843.0,231.0,1981.0,4024.0
1969-10-01,278.0,531.0,1274.0,116.0,840.0,218.0,2010.0,4056.0
1969-10-02,312.0,599.0,1075.0,120.0,835.0,214.0,2020.0,4070.0
1969-10-03,344.0,584.0,1009.0,101.0,828.0,212.0,2030.0,4097.0
1969-10-04,374.0,584.0,944.0,67.0,818.0,211.0,2029.0,4111.0
1969-10-05,408.0,577.0,1098.0,102.0,813.0,210.0,2010.0,4135.0
1969-10-06,445.0,592.0,955.0,104.0,815.0,208.0,1990.0,4173.0
1969-10-07,478.0,540.0,943.0,102.0,815.0,206.0,1980.0,4184.0
1969-10-08,483.0,584.0,927.0,92.0,812.0,206.0,1980.0,4200.0
1969-10-09,471.0,687.0,911.0,91.0,802.0,208.0,1951.0,4221.0
1969-10-10,472.0,722.0,926.0,89.0,806.0,210.0,1951.0,4235.0
1969-10-11,469.0,767.0,926.0,67.0,812.0,210.0,1951.0,4264.0
1969-10-12,470.0,807.0,881.0,48.0,818.0,208.0,1951.0,4286.0
1969-10-13,485.0,787.0,834.0,74.0,815.0,206.0,1980.0,4304.0
1969-10-14,487.0,726.0,803.0,82.0,822.0,204.0,1990.0,4365.0
1969-10-15,464.0,783.0,773.0,65.0,824.0,206.0,1951.0,4401.0
1969-10-16,434.0,890.0,745.0,82.0,850.0,219.0,1942.0,4428.0
1969-10-17,422.0,722.0,717.0,75.0,874.0,237.0,1932.0,4488.0
1969-10-18,409.0,726.0,676.0,79.0,875.0,253.0,1942.0,4506.0
1969-10-19,393.0,695.0,609.0,59.0,873.0,303.0,1922.0,4549.0
1969-10-20,391.0,755.0,582.0,69.0,872.0,367.0,1884.0,4599.0
1969-10-21,427.0,869.0,543.0,70.0,872.0,374.0,1875.0,4625.0
1969-10-22,482.0,1029.0,543.0,101.0,884.0,342.0,1903.0,4698.0
1969-10-23,506.0,1130.0,606.0,127.0,909.0,322.0,1961.0,4715.0
1969-10-24,505.0,1256.0,544.0,115.0,928.0,297.0,2019.0,4783.0
1969-10-25,515.0,1301.0,506.0,87.0,973.0,270.0,2119.0,4846.0
1969-10-26,541.0,1460.0,449.0,73.0,1008.0,257.0,2201.0,4912.0
1969-10-27,565.0,1532.0,414.0,60.0,1075.0,260.0,2295.0,5007.0
1969-10-28,572.0,1678.0,391.0,62.0,1110.0,271.0,2305.0,5096.0
1969-10-29,648.0,1629.0,402.0,71.0,1160.0,281.0,2263.0,5170.0
1969-10-30,774.0,1387.0,442.0,82.0,1227.0,281.0,2252.0,5273.0
1969-10-31,807.0,1423.0,579.0,111.0,1277.0,272.0,2200.0,5382.0
1969-11-01,812.0,1536.0,628.0,123.0,1341.0,304.0,2190.0,5026.0
1969-11-02,832.0,1723.0,631.0,107.0,1406.0,317.0,2221.0,5011.0
1969-11-03,898.0,1602.0,666.0,96.0,1451.0,333.0,2263.0,5011.0
1969-11-04,891.0,1554.0,680.0,83.0,1520.0,336.0,2326.0,4951.0
1969-11-05,854.0,1578.0,648.0,82.0,1591.0,339.0,2337.0,4787.0
