data,furnas,sao_simao,g_b_munhoz,passo_real,sobradinho,b_esperanca,tucurui,santo_antonio
1972-03-26,1537.0,3187.0,465.0,62.0,3357.0,649.0,18615.0,36338.0
1972-03-27,1728.0,2961.0,441.0,64.0,3242.0,592.0,18753.0,36297.0
1972-03-28,1837.0,2666.0,423.0,57.0,3103.0,558.0,18926.0,35719.0
1972-03-29,1766.0,2575.0,418.0,55.0,2991.0,531.0,18995.0,35187.0
1972-03-30,1531.0,2511.0,436.0,53.0,2946.0,505.0,19169.0,34700.0
1972-03-31,1292.0,2631.0,466.0,53.0,2955.0,476.0,19168.0,34619.0
1972-04-01,1140.0,2486.0,529.0,75.0,2979.0,487.0,19308.0,34579.0
1972-04-02,1003.0,3092.0,550.0,76.0,3030.0,510.0,19273.0,34984.0
1972-04-03,971.0,2987.0,681.0,91.0,3038.0,562.0,19099.0,35391.0
1972-04-04,947.0,2150.0,846.0,109.0,3035.0,617.0,19240.0,35637.0
1972-04-05,934.0,1766.0,867.0,100.0,3021.0,625.0,19807.0,35925.0
1972-04-06,952.0,2683.0,850.0,83.0,3015.0,603.0,19915.0,35884.0
1972-04-07,966.0,2627.0,819.0,78.0,2967.0,599.0,19736.0,35637.0
1972-04-08,941.0,2949.0,771.0,77.0,2916.0,610.0,19382.0,35351.0
1972-04-09,919.0,3123.0,724.0,73.0,2888.0,605.0,18857.0,35228.0
1972-04-10,922.0,3191.0,673.0,74.0,2842.0,575.0,18375.0,36255.0
1972-04-11,957.0,3288.0,620.0,77.0,2787.0,545.0,17832.0,36671.0
1972-04-12,1019.0,3107.0,573.0,74.0,2741.0,522.0,17365.0,36754.0
1972-04-13,1032.0,2874.0,528.0,119.0,2665.0,521.0,17068.0,36963.0
1972-04-14,975.0,2747.0,492.0,343.0,2566.0,578.0,16806.0,36255.0
1972-04-15,917.0,2606.0,478.0,564.0,2463.0,675.0,16612.0,36131.0
1972-04-16,908.0,2528.0,476.0,420.0,2387.0,726.0,16969.0,35884.0
1972-04-17,933.0,2500.0,460.0,213.0,2307.0,687.0,17231.0,35432.0
1972-04-18,948.0,2373.0,432.0,153.0,2511.0,627.0,17429.0,35146.0
1972-04-19,925.0,2317.0,411.0,129.0,2838.0,596.0,17931.0,34903.0
1972-04-20,874.0,2232.0,393.0,116.0,3180.0,585.0,18509.0,34498.0
1972-04-21,816.0,2190.0,376.0,108.0,3396.0,597.0,18924.0,34256.0
1972-04-22,773.0,2098.0,358.0,102.0,3509.0,679.0,19521.0,33976.0
1972-04-23,769.0,1965.0,342.0,98.0,3494.0,715.0,20745.0,33497.0
1972-04-24,778.0,1905.0,326.0,96.0,3349.0,680.0,21224.0,32905.0
1972-04-25,780.0,1808.0,302.0,144.0,3238.0,651.0,21151.0,32084.0
1972-04-26,769.0,1826.0,284.0,325.0,3172.0,627.0,20527.0,31428.0
1972-04-27,745.0,1766.0,282.0,426.0,3161.0,592.0,19241.0,30627.0
1972-04-28,723.0,1699.0,284.0,268.0,3205.0,545.0,18103.0,29726.0
1972-04-29,709.0,1748.0,271.0,173.0,3235.0,502.0,17102.0,28802.0
1972-04-30,700.0,1766.0,257.0,148.0,3236.0,480.0,16293.0,27822.0
1972-05-01,643.0,1697.0,246.0,114.0,3209.0,405.0,15661.0,27143.0
1972-05-02,629.0,1679.0,237.0,103.0,3037.0,401.0,15196.0,26790.0
1972-05-03,627.0,1545.0,228.0,99.0,2812.0,400.0,14769.0,27286.0
1972-05-04,629.0,1582.0,223.0,95.0,2601.0,400.0,14409.0,27894.0
1972-05-05,651.0,1679.0,215.0,92.0,2382.0,398.0,13878.0,28147.0
1972-05-06,665.0,1497.0,208.0,89.0,2242.0,393.0,13530.0,27966.0
1972-05-07,652.0,1558.0,203.0,87.0,2127.0,387.0,13046.0,27286.0
1972-05-08,627.0,1503.0,200.0,86.0,1972.0,381.0,12516.0,26439.0
1972-05-09,614.0,1485.0,194.0,86.0,1858.0,377.0,12026.0,25538.0
1972-05-10,610.0,1509.0,192.0,89.0,1783.0,373.0,11547.0,24687.0
1972-05-11,600.0,1388.0,192.0,86.0,1744.0,370.0,11079.0,24118.0
1972-05-12,585.0,1412.0,188.0,84.0,1678.0,366.0,10647.0,23555.0
1972-05-13,577.0,1430.0,184.0,84.0,1647.0,362.0,10200.0,23098.0
1972-05-14,572.0,1327.0,175.0,83.0,1627.0,359.0,9788.0,22968.0
1972-05-15,561.0,1412.0,173.0,80.0,1607.0,357.0,9385.0,23000.0
1972-05-16,553.0,1344.0,171.0,78.0,1574.0,355.0,8992.0,23130.0
1972-05-17,547.0,1366.0,170.0,84.0,1555.0,352.0,8653.0,23065.0
1972-05-18,539.0,1262.0,173.0,100.0,1526.0,351.0,8365.0,22774.0
1972-05-19,533.0,1312.0,175.0,112.0,1508.0,350.0,8018.0,23033.0
1972-05-20,527.0,1307.0,170.0,103.0,1492.0,349.0,7743.0,22645.0
1972-05-21,523.0,1252.0,167.0,96.0,1487.0,347.0,7431.0,21944.0
1972-05-22,522.0,1312.0,167.0,129.0,1467.0,345.0,7187.0,21278.0
1972-05-23,519.0,1232.0,171.0,156.0,1425.0,344.0,6928.0,20664.0
1972-05-24,519.0,1360.0,168.0,139.0,1395.0,343.0,6694.0,20129.0
1972-05-25,552.0,1473.0,164.0,115.0,1380.0,342.0,6483.0,19725.0
1972-05-26,645.0,1582.0,162.0,103.0,1388.0,342.0,6332.0,19212.0
1972-05-27,726.0,1588.0,162.0,98.0,1375.0,345.0,6165.0,18565.0
1972-05-28,714.0,1697.0,160.0,101.0,1362.0,354.0,5982.0,18176.0
1972-05-29,655.0,1582.0,160.0,153.0,1352.0,379.0,5837.0,17710.0
1972-05-30,600.0,1418.0,157.0,276.0,1354.0,413.0,5695.0,17655.0
1972-05-31,559.0,1436.0,152.0,289.0,1354.0,422.0,5625.0,17983.0
1972-06-01,445.0,1284.0,151.0,146.0,1353.0,322.0,5555.0,18315.0
1972-06-02,440.0,1325.0,148.0,145.0,1353.0,304.0,5520.0,18593.0
1972-06-03,436.0,1264.0,154.0,205.0,1339.0,296.0,5555.0,18761.0
1972-06-04,428.0,1299.0,191.0,317.0,1325.0,290.0,5555.0,18789.0
1972-06-05,423.0,1193.0,259.0,695.0,1310.0,285.0,5520.0,18259.0
1972-06-06,420.0,1193.0,301.0,1300.0,1297.0,280.0,5434.0,17737.0
1972-06-07,418.0,1229.0,363.0,1660.0,1315.0,277.0,5297.0,17248.0
1972-06-08,415.0,1173.0,464.0,1809.0,1358.0,276.0,5146.0,17222.0
1972-06-09,412.0,1132.0,507.0,1969.0,1376.0,274.0,5013.0,17329.0
1972-06-10,407.0,1153.0,467.0,2096.0,1371.0,272.0,4899.0,17356.0
1972-06-11,403.0,1173.0,450.0,2206.0,1356.0,271.0,4786.0,17141.0
1972-06-12,405.0,1117.0,443.0,1833.0,1342.0,270.0,4659.0,16634.0
1972-06-13,413.0,1102.0,405.0,1098.0,1338.0,268.0,4550.0,16238.0
1972-06-14,426.0,1062.0,382.0,723.0,1323.0,267.0,4457.0,15848.0
1972-06-15,439.0,1117.0,395.0,559.0,1298.0,265.0,4380.0,15334.0
1972-06-16,450.0,1067.0,391.0,517.0,1283.0,265.0,4305.0,14978.0
1972-06-17,459.0,1092.0,480.0,644.0,1235.0,263.0,4230.0,14329.0
1972-06-18,464.0,1011.0,505.0,760.0,1220.0,261.0,4155.0,14034.0
1972-06-19,494.0,1107.0,608.0,638.0,1207.0,260.0,4097.0,13961.0
1972-06-20,544.0,1006.0,872.0,512.0,1204.0,259.0,4053.0,14478.0
1972-06-21,615.0,1062.0,967.0,412.0,1192.0,259.0,4009.0,15718.0
1972-06-22,648.0,1041.0,736.0,377.0,1179.0,259.0,3980.0,17302.0
1972-06-23,631.0,1026.0,671.0,355.0,1151.0,259.0,3937.0,17791.0
1972-06-24,604.0,1011.0,650.0,338.0,1132.0,259.0,3866.0,17519.0
1972-06-25,554.0,1006.0,586.0,323.0,1116.0,259.0,3809.0,17087.0
1972-06-26,503.0,1006.0,487.0,353.0,1118.0,259.0,3725.0,16820.0
1972-06-27,469.0,1001.0,460.0,438.0,1108.0,259.0,3670.0,16160.0
1972-06-28,447.0,972.0,408.0,564.0,1108.0,257.0,3615.0,15590.0
1972-06-29,432.0,1001.0,391.0,699.0,1097.0,255.0,3574.0,15029.0
1972-06-30,421.0,981.0,380.0,602.0,1094.0,253.0,3520.0,14403.0
1972-07-01,508.0,981.0,369.0,533.0,1081.0,247.0,3440.0,13573.0
1972-07-02,497.0,945.0,356.0,420.0,1083.0,246.0,3387.0,12906.0
1972-07-03,495.0,963.0,340.0,399.0,1085.0,244.0,3309.0,12371.0
1972-07-04,496.0,954.0,327.0,464.0,1088.0,244.0,3231.0,11868.0
1972-07-05,494.0,937.0,332.0,554.0,1111.0,243.0,3180.0,11420.0
1972-07-06,490.0,914.0,325.0,642.0,1134.0,243.0,3104.0,10958.0
1972-07-07,488.0,945.0,332.0,914.0,1158.0,243.0,3054.0,10377.0
1972-07-08,488.0,972.0,374.0,1076.0,1159.0,243.0,3005.0,10061.0
1972-07-09,488.0,972.0,422.0,816.0,1147.0,243.0,2968.0,9832.0
1972-07-10,490.0,972.0,470.0,497.0,1137.0,243.0,2932.0,9585.0
1972-07-11,496.0,1011.0,480.0,421.0,1138.0,243.0,2907.0,9340.0
1972-07-12,534.0,963.0,496.0,403.0,1128.0,243.0,2895.0,9020.0
1972-07-13,652.0,1072.0,480.0,394.0,1104.0,243.0,2895.0,8743.0
1972-07-14,884.0,1168.0,458.0,377.0,1095.0,243.0,2871.0,8490.0
1972-07-15,1150.0,1153.0,493.0,375.0,1095.0,243.0,2812.0,8279.0
1972-07-16,1205.0,1224.0,641.0,382.0,1098.0,242.0,2788.0,8107.0
1972-07-17,1060.0,1295.0,735.0,363.0,1096.0,240.0,2741.0,8032.0
1972-07-18,890.0,1259.0,865.0,408.0,1116.0,240.0,2718.0,7919.0
1972-07-19,758.0,1264.0,892.0,459.0,1117.0,240.0,2671.0,7696.0
1972-07-20,673.0,1032.0,871.0,387.0,1120.0,239.0,2648.0,7495.0
1972-07-21,615.0,1047.0,831.0,372.0,1129.0,237.0,2614.0,7422.0
1972-07-22,575.0,1006.0,761.0,401.0,1136.0,234.0,2580.0,7241.0
1972-07-23,553.0,972.0,745.0,381.0,1154.0,233.0,2546.0,7206.0
1972-07-24,540.0,963.0,729.0,336.0,1160.0,233.0,2524.0,7440.0
1972-07-25,529.0,884.0,712.0,331.0,1177.0,233.0,2502.0,7568.0
1972-07-26,523.0,941.0,687.0,346.0,1194.0,233.0,2480.0,7568.0
1972-07-27,515.0,901.0,659.0,337.0,1209.0,233.0,2458.0,7404.0
1972-07-28,510.0,928.0,624.0,305.0,1226.0,233.0,2447.0,7170.0
1972-07-29,515.0,875.0,557.0,291.0,1243.0,233.0,2425.0,7152.0
1972-07-30,522.0,875.0,533.0,281.0,1260.0,233.0,2425.0,7586.0
1972-07-31,519.0,838.0,506.0,271.0,1266.0,233.0,2425.0,7938.0
1972-08-01,416.0,869.0,463.0,273.0,1261.0,238.0,2414.0,7957.0
1972-08-02,406.0,831.0,439.0,325.0,1233.0,239.0,2414.0,7770.0
1972-08-03,401.0,869.0,409.0,619.0,1216.0,239.0,2392.0,7458.0
1972-08-04,400.0,835.0,485.0,877.0,1201.0,239.0,2382.0,7349.0
1972-08-05,404.0,831.0,575.0,618.0,1174.0,238.0,2382.0,7715.0
1972-08-06,419.0,819.0,638.0,394.0,1147.0,237.0,2392.0,8607.0
1972-08-07,464.0,819.0,672.0,326.0,1112.0,235.0,2392.0,8960.0
1972-08-08,566.0,852.0,711.0,297.0,1067.0,233.0,2392.0,9039.0
1972-08-09,669.0,894.0,728.0,290.0,1043.0,231.0,2371.0,9401.0
1972-08-10,690.0,848.0,745.0,304.0,1030.0,231.0,2360.0,10250.0
1972-08-11,622.0,877.0,748.0,788.0,1030.0,229.0,2349.0,10676.0
1972-08-12,539.0,877.0,795.0,1740.0,1030.0,227.0,2328.0,10441.0
1972-08-13,486.0,877.0,942.0,1575.0,1029.0,227.0,2307.0,9894.0
1972-08-14,457.0,860.0,836.0,741.0,1016.0,227.0,2265.0,9320.0
1972-08-15,441.0,877.0,744.0,437.0,1016.0,229.0,2233.0,8763.0
1972-08-16,435.0,840.0,674.0,354.0,995.0,234.0,2120.0,8452.0
1972-08-17,434.0,786.0,602.0,329.0,996.0,238.0,2192.0,7995.0
1972-08-18,423.0,815.0,559.0,317.0,994.0,239.0,2202.0,7367.0
1972-08-19,409.0,835.0,493.0,410.0,980.0,239.0,2192.0,6975.0
1972-08-20,399.0,806.0,467.0,783.0,978.0,236.0,2161.0,6609.0
1972-08-21,392.0,810.0,437.0,1321.0,964.0,232.0,2161.0,6286.0
1972-08-22,387.0,794.0,394.0,1566.0,961.0,229.0,2182.0,6070.0
1972-08-23,382.0,819.0,391.0,1158.0,958.0,226.0,2192.0,5857.0
1972-08-24,380.0,819.0,384.0,1002.0,943.0,225.0,2171.0,5679.0
1972-08-25,380.0,806.0,474.0,1976.0,935.0,225.0,2182.0,5568.0
1972-08-26,384.0,810.0,1000.0,2912.0,927.0,223.0,2171.0,5504.0
1972-08-27,392.0,762.0,1406.0,3050.0,908.0,222.0,2141.0,5457.0
1972-08-28,394.0,690.0,3079.0,2208.0,895.0,220.0,2121.0,5600.0
1972-08-29,386.0,594.0,3411.0,1358.0,881.0,219.0,2121.0,6337.0
1972-08-30,377.0,698.0,3088.0,907.0,875.0,218.0,2090.0,6799.0
1972-08-31,371.0,698.0,2833.0,781.0,868.0,220.0,2050.0,7586.0
1972-09-01,395.0,651.0,2769.0,745.0,853.0,288.0,2021.0,7770.0
1972-09-02,393.0,644.0,2312.0,690.0,837.0,295.0,2001.0,8107.0
1972-09-03,392.0,644.0,1990.0,651.0,821.0,306.0,1982.0,9381.0
1972-09-04,395.0,644.0,1831.0,701.0,803.0,315.0,1982.0,10784.0
1972-09-05,396.0,683.0,1739.0,912.0,798.0,318.0,1991.0,12004.0
1972-09-06,410.0,730.0,1798.0,962.0,796.0,311.0,1991.0,12883.0
1972-09-07,426.0,738.0,1912.0,756.0,806.0,300.0,2021.0,13261.0
1972-09-08,451.0,699.0,1825.0,682.0,816.0,294.0,2050.0,13095.0
1972-09-09,471.0,699.0,1693.0,745.0,837.0,290.0,2060.0,12486.0
1972-09-10,454.0,706.0,1668.0,722.0,859.0,286.0,2080.0,11959.0
1972-09-11,420.0,706.0,1668.0,629.0,882.0,283.0,2070.0,11287.0
1972-09-12,395.0,730.0,1629.0,528.0,893.0,282.0,2080.0,10784.0
1972-09-13,383.0,746.0,1581.0,485.0,907.0,282.0,2021.0,10271.0
1972-09-14,378.0,767.0,1515.0,466.0,896.0,283.0,1982.0,9749.0
1972-09-15,380.0,783.0,1456.0,451.0,888.0,287.0,1933.0,9179.0
1972-09-16,381.0,779.0,1365.0,480.0,889.0,295.0,1886.0,8841.0
1972-09-17,379.0,811.0,1359.0,665.0,869.0,306.0,1848.0,8203.0
1972-09-18,377.0,783.0,1738.0,987.0,862.0,307.0,1829.0,7789.0
1972-09-19,373.0,779.0,2086.0,1287.0,872.0,299.0,1857.0,7531.0
1972-09-20,363.0,706.0,2162.0,1337.0,888.0,291.0,1905.0,7513.0
1972-09-21,354.0,722.0,2244.0,1070.0,895.0,285.0,1953.0,7367.0
1972-09-22,346.0,683.0,2038.0,693.0,902.0,280.0,2001.0,8107.0
1972-09-23,339.0,667.0,2019.0,544.0,893.0,276.0,2050.0,8298.0
1972-09-24,334.0,659.0,1832.0,492.0,897.0,273.0,2060.0,9687.0
1972-09-25,332.0,644.0,1688.0,465.0,903.0,270.0,2090.0,10165.0
1972-09-26,333.0,636.0,1432.0,499.0,896.0,270.0,2100.0,10292.0
1972-09-27,338.0,636.0,1867.0,632.0,876.0,270.0,2080.0,10313.0
1972-09-28,351.0,621.0,3493.0,676.0,867.0,270.0,2001.0,10292.0
1972-09-29,374.0,606.0,3020.0,541.0,844.0,272.0,1933.0,9998.0
1972-09-30,403.0,636.0,2541.0,445.0,835.0,278.0,1895.0,9585.0
1972-10-01,469.0,647.0,2353.0,392.0,818.0,259.0,1829.0,11111.0
1972-10-02,517.0,746.0,2197.0,456.0,809.0,316.0,1801.0,10526.0
1972-10-03,523.0,856.0,2255.0,413.0,817.0,372.0,1792.0,9894.0
1972-10-04,502.0,1008.0,2450.0,334.0,813.0,364.0,1783.0,9381.0
1972-10-05,517.0,1616.0,2497.0,303.0,821.0,357.0,1783.0,8980.0
1972-10-06,598.0,1761.0,2368.0,293.0,834.0,369.0,1801.0,8901.0
1972-10-07,672.0,1785.0,2258.0,285.0,872.0,371.0,1857.0,9179.0
1972-10-08,756.0,2164.0,2195.0,280.0,904.0,349.0,1923.0,9728.0
1972-10-09,823.0,2220.0,2169.0,277.0,949.0,318.0,1943.0,10165.0
1972-10-10,823.0,2227.0,2144.0,273.0,998.0,301.0,1962.0,11023.0
1972-10-11,852.0,2220.0,2119.0,265.0,1031.0,301.0,1971.0,11936.0
1972-10-12,1027.0,2481.0,2084.0,256.0,1104.0,305.0,1981.0,11845.0
1972-10-13,1222.0,2460.0,2034.0,259.0,1172.0,315.0,1981.0,11553.0
1972-10-14,1221.0,2601.0,1984.0,360.0,1249.0,324.0,1961.0,11067.0
1972-10-15,1110.0,2445.0,2071.0,512.0,1340.0,325.0,1942.0,10698.0
1972-10-16,1066.0,2333.0,2113.0,453.0,1443.0,328.0,1942.0,10526.0
1972-10-17,1034.0,2537.0,2094.0,313.0,1527.0,328.0,1942.0,10547.0
1972-10-18,943.0,2643.0,1918.0,263.0,1577.0,323.0,1981.0,10892.0
1972-10-19,814.0,2361.0,1699.0,246.0,1682.0,317.0,2079.0,11845.0
1972-10-20,704.0,2021.0,1664.0,252.0,1799.0,315.0,2181.0,12789.0
1972-10-21,622.0,1628.0,1504.0,283.0,1825.0,306.0,2232.0,13119.0
1972-10-22,556.0,1434.0,1330.0,282.0,1845.0,294.0,2264.0,12765.0
1972-10-23,515.0,1280.0,1198.0,251.0,1874.0,283.0,2316.0,11936.0
1972-10-24,483.0,1109.0,1126.0,291.0,1903.0,273.0,2359.0,11221.0
1972-10-25,458.0,1104.0,1098.0,369.0,1963.0,266.0,2391.0,10569.0
1972-10-26,440.0,988.0,1030.0,342.0,1994.0,261.0,2424.0,9832.0
1972-10-27,431.0,988.0,1006.0,273.0,2030.0,257.0,2456.0,9179.0
1972-10-28,427.0,881.0,973.0,300.0,2039.0,257.0,2523.0,8763.0
1972-10-29,431.0,925.0,962.0,442.0,2011.0,265.0,2568.0,8587.0
1972-10-30,466.0,898.0,934.0,486.0,1983.0,276.0,2591.0,8260.0
1972-10-31,489.0,942.0,894.0,359.0,1936.0,300.0,2568.0,7938.0
1972-11-01,557.0,1068.0,841.0,381.0,1863.0,310.0,2546.0,7641.0
1972-11-02,567.0,1179.0,822.0,423.0,1765.0,340.0,2614.0,7331.0
1972-11-03,655.0,1310.0,766.0,344.0,1702.0,363.0,2591.0,7188.0
1972-11-04,752.0,1579.0,751.0,277.0,1632.0,363.0,2603.0,7224.0
1972-11-05,850.0,2164.0,729.0,249.0,1511.0,354.0,2648.0,7458.0
1972-11-06,944.0,2756.0,668.0,237.0,1460.0,334.0,2626.0,7957.0
1972-11-07,964.0,2840.0,632.0,266.0,1448.0,313.0,2648.0,8107.0
1972-11-08,905.0,2417.0,674.0,319.0,1432.0,301.0,2694.0,7919.0
1972-11-09,807.0,2297.0,672.0,311.0,1435.0,295.0,2717.0,7770.0
1972-11-10,711.0,2389.0,664.0,293.0,1434.0,301.0,2729.0,7678.0
1972-11-11,677.0,2241.0,604.0,284.0,1418.0,332.0,2729.0,7826.0
1972-11-12,725.0,2248.0,557.0,334.0,1404.0,351.0,2717.0,7864.0
1972-11-13,749.0,2643.0,592.0,555.0,1403.0,343.0,2682.0,7882.0
1972-11-14,773.0,2713.0,613.0,676.0,1435.0,349.0,2647.0,7826.0
1972-11-15,865.0,2756.0,679.0,868.0,1464.0,392.0,2625.0,7696.0
1972-11-16,1039.0,2558.0,625.0,1052.0,1516.0,419.0,2613.0,7458.0
1972-11-17,1302.0,3185.0,598.0,555.0,1591.0,416.0,2591.0,7206.0
1972-11-18,1485.0,3880.0,668.0,419.0,1729.0,403.0,2557.0,7331.0
1972-11-19,1516.0,4352.0,924.0,339.0,1874.0,395.0,2568.0,7641.0
1972-11-20,1488.0,4398.0,1029.0,278.0,2015.0,395.0,2613.0,8146.0
1972-11-21,1604.0,4695.0,1061.0,246.0,2137.0,433.0,2728.0,8881.0
1972-11-22,1822.0,4896.0,1029.0,232.0,2277.0,491.0,2846.0,9625.0
1972-11-23,1898.0,5126.0,986.0,224.0,2403.0,481.0,2905.0,10250.0
1972-11-24,1745.0,5069.0,956.0,234.0,2545.0,428.0,2978.0,11576.0
1972-11-25,1475.0,5088.0,962.0,288.0,2646.0,407.0,3178.0,13912.0
1972-11-26,1312.0,5088.0,1027.0,306.0,2736.0,410.0,3464.0,15848.0
1972-11-27,1335.0,4705.0,964.0,256.0,2870.0,419.0,3696.0,16873.0
1972-11-28,1509.0,4513.0,839.0,255.0,3076.0,427.0,3879.0,17356.0
1972-11-29,1552.0,4062.0,761.0,538.0,3330.0,442.0,3936.0,17519.0
1972-11-30,1361.0,3645.0,713.0,1475.0,3531.0,457.0,3980.0,17141.0
1972-12-01,1242.0,3260.0,750.0,2406.0,3685.0,545.0,3980.0,16634.0
1972-12-02,1130.0,3453.0,884.0,1798.0,3809.0,523.0,3980.0,16029.0
1972-12-03,1159.0,2765.0,1077.0,683.0,3898.0,468.0,4008.0,15538.0
1972-12-04,1192.0,2652.0,1230.0,528.0,3965.0,424.0,4037.0,15232.0
1972-12-05,1118.0,2490.0,1309.0,488.0,4030.0,395.0,4081.0,14903.0
1972-12-06,1049.0,2413.0,1256.0,433.0,4060.0,373.0,4155.0,15029.0
1972-12-07,1030.0,2167.0,1213.0,374.0,4121.0,356.0,4170.0,15977.0
1972-12-08,1008.0,2060.0,1202.0,346.0,4152.0,344.0,4214.0,16980.0
1972-12-09,997.0,2096.0,1168.0,334.0,4188.0,341.0,4214.0,17438.0
1972-12-10,984.0,2392.0,1096.0,326.0,4195.0,362.0,4214.0,17737.0
1972-12-11,945.0,2251.0,1059.0,311.0,4182.0,395.0,4200.0,17846.0
1972-12-12,933.0,2413.0,997.0,294.0,4175.0,403.0,4141.0,17764.0
1972-12-13,975.0,2723.0,922.0,286.0,4170.0,397.0,4111.0,18038.0
1972-12-14,1051.0,2659.0,851.0,279.0,4190.0,399.0,4096.0,18789.0
1972-12-15,1081.0,3029.0,775.0,275.0,4180.0,427.0,4053.0,19297.0
1972-12-16,1002.0,2744.0,718.0,266.0,4135.0,562.0,4053.0,19582.0
1972-12-17,871.0,2568.0,660.0,259.0,3985.0,653.0,4111.0,19927.0
1972-12-18,774.0,2392.0,622.0,255.0,3778.0,636.0,4170.0,20245.0
1972-12-19,724.0,2244.0,573.0,246.0,3475.0,610.0,4259.0,20805.0
1972-12-20,714.0,2371.0,531.0,237.0,3262.0,567.0,4349.0,21404.0
1972-12-21,762.0,2624.0,472.0,228.0,3153.0,526.0,4580.0,21944.0
1972-12-22,816.0,2821.0,401.0,222.0,3072.0,567.0,4690.0,22549.0
1972-12-23,853.0,3276.0,387.0,219.0,3106.0,647.0,4995.0,23196.0
1972-12-24,1168.0,4850.0,402.0,213.0,3210.0,735.0,5397.0,23654.0
1972-12-25,1644.0,7955.0,404.0,210.0,3308.0,823.0,6385.0,23786.0
1972-12-26,2008.0,6816.0,420.0,205.0,3460.0,845.0,7284.0,23621.0
1972-12-27,2293.0,7403.0,436.0,201.0,3558.0,821.0,8805.0,23555.0
1972-12-28,2475.0,7486.0,445.0,196.0,3677.0,739.0,9879.0,23588.0
1972-12-29,2614.0,7199.0,448.0,208.0,3723.0,600.0,10666.0,23852.0
1972-12-30,2684.0,7092.0,452.0,227.0,3751.0,510.0,12126.0,24084.0
1972-12-31,2697.0,6254.0,448.0,214.0,3835.0,485.0,14131.0,24284.0
1973-01-01,2445.0,6263.0,432.0,190.0,3972.0,751.0,15994.0,24084.0
1973-01-02,2302.0,5703.0,430.0,204.0,4157.0,749.0,17223.0,23786.0
1973-01-03,2097.0,5330.0,432.0,190.0,4300.0,798.0,17691.0,23196.0
1973-01-04,1958.0,5575.0,459.0,183.0,4461.0,888.0,17694.0,22645.0
1973-01-05,1853.0,5280.0,477.0,203.0,4607.0,880.0,17299.0,22166.0
1973-01-06,1702.0,4876.0,526.0,257.0,4701.0,788.0,16583.0,21699.0
1973-01-07,1503.0,4342.0,520.0,321.0,4760.0,719.0,15633.0,21354.0
1973-01-08,1350.0,3899.0,494.0,397.0,4778.0,679.0,14653.0,21199.0
1973-01-09,1255.0,3612.0,494.0,447.0,4802.0,649.0,13824.0,21171.0
1973-01-10,1269.0,3202.0,522.0,408.0,4819.0,641.0,13078.0,21617.0
1973-01-11,1395.0,3133.0,558.0,487.0,4849.0,667.0,12742.0,22229.0
1973-01-12,1468.0,2952.0,571.0,404.0,4888.0,689.0,12382.0,22806.0
1973-01-13,1438.0,3072.0,549.0,269.0,4923.0,707.0,11949.0,23033.0
1973-01-14,1379.0,2982.0,571.0,253.0,4972.0,763.0,11550.0,22839.0
1973-01-15,1317.0,3148.0,667.0,285.0,5069.0,783.0,11288.0,22485.0
1973-01-16,1259.0,3218.0,691.0,253.0,5115.0,734.0,11081.0,22261.0
1973-01-17,1260.0,3556.0,630.0,198.0,5131.0,718.0,10877.0,22613.0
1973-01-18,1393.0,3890.0,578.0,176.0,5146.0,832.0,10674.0,23098.0
1973-01-19,1575.0,3962.0,569.0,189.0,5155.0,943.0,10699.0,23391.0
1973-01-20,1604.0,5330.0,554.0,221.0,5164.0,984.0,11106.0,23852.0
1973-01-21,1461.0,5370.0,622.0,204.0,5186.0,1021.0,11261.0,24519.0
1973-01-22,1310.0,4694.0,745.0,192.0,5133.0,1020.0,11131.0,25675.0
1973-01-23,1277.0,4618.0,856.0,175.0,4931.0,949.0,11286.0,26264.0
1973-01-24,1344.0,5077.0,877.0,158.0,4671.0,860.0,11442.0,26825.0
1973-01-25,1451.0,4465.0,1087.0,147.0,4384.0,797.0,11731.0,27215.0
1973-01-26,1581.0,4288.0,1169.0,138.0,4124.0,757.0,11918.0,27643.0
1973-01-27,1740.0,4288.0,1099.0,136.0,3934.0,728.0,12024.0,28075.0
1973-01-28,1839.0,4080.0,975.0,146.0,3863.0,695.0,12159.0,28619.0
1973-01-29,1854.0,3758.0,876.0,185.0,3923.0,645.0,12322.0,28986.0
1973-01-30,1794.0,3508.0,835.0,250.0,4005.0,573.0,12376.0,29392.0
1973-01-31,1721.0,3556.0,904.0,248.0,4039.0,514.0,12349.0,29651.0
1973-02-01,1490.0,3484.0,823.0,165.0,4071.0,375.0,12268.0,29875.0
1973-02-02,1439.0,3685.0,730.0,140.0,4115.0,360.0,12160.0,30363.0
1973-02-03,1483.0,4466.0,679.0,135.0,4111.0,372.0,11891.0,30855.0
1973-02-04,1496.0,4867.0,643.0,122.0,4077.0,512.0,11732.0,31236.0
1973-02-05,1656.0,4944.0,619.0,118.0,3997.0,701.0,12000.0,31659.0
1973-02-06,1949.0,5030.0,611.0,113.0,3871.0,865.0,11706.0,31736.0
1973-02-07,2148.0,4695.0,611.0,109.0,3761.0,859.0,11391.0,31852.0
1973-02-08,2145.0,4867.0,611.0,106.0,3668.0,735.0,11234.0,32123.0
1973-02-09,2026.0,4280.0,588.0,106.0,3557.0,653.0,11208.0,32278.0
1973-02-10,1867.0,4062.0,549.0,116.0,3476.0,627.0,11573.0,32395.0
1973-02-11,1655.0,3954.0,491.0,177.0,3449.0,631.0,11864.0,32395.0
